	features	QWK	MSE	MAE
256	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases')	0.9562002433607159	7.965226173400879	1.6988071203231812
257	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors')	0.9553368533154415	7.794904708862305	1.7321696281433105
258	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'readability_index')	0.9213910366478464	9.985179901123047	1.8633002042770386
259	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'difficult_words')	0.952051469832736	8.453174591064453	1.8236656188964844
260	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases')	0.9642606227573449	5.898034572601318	1.491813063621521
261	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors')	0.9656871278683701	5.61372184753418	1.4544923305511475
262	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'readability_index')	0.9197497899791037	10.150964736938477	1.8850693702697754
263	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'difficult_words')	0.9339790644622801	8.279684066772461	1.678000807762146
264	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors')	0.9522017055642569	7.1915435791015625	1.807314395904541
265	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'readability_index')	0.9332193016112319	8.43148136138916	1.6819429397583008
266	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'difficult_words')	0.9630379044815928	7.126873970031738	1.6046385765075684
267	('essay_set', 'essay_length', 'avg_sentence_length', 'syntax_errors', 'readability_index')	0.914542832542854	10.969667434692383	2.007620334625244
268	('essay_set', 'essay_length', 'avg_sentence_length', 'syntax_errors', 'difficult_words')	0.9574139155136886	7.487766265869141	1.6796071529388428
269	('essay_set', 'essay_length', 'avg_sentence_length', 'readability_index', 'difficult_words')	0.9531387378815454	8.238412857055664	1.8060719966888428
270	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases')	0.9658551891687603	5.7077202796936035	1.4821293354034424
271	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'syntax_errors')	0.9659573288828686	5.714834690093994	1.4715262651443481
272	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'readability_index')	0.9658885423778714	5.645793437957764	1.4649004936218262
273	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'difficult_words')	0.9659406544113476	5.6539306640625	1.4533462524414062
274	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors')	0.9648623330300309	5.819023132324219	1.4897871017456055
275	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'readability_index')	0.9653856655828974	5.714680194854736	1.481175184249878
276	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'difficult_words')	0.96578683836872	5.637390613555908	1.4655336141586304
277	('essay_set', 'essay_length', 'avg_word_length', 'syntax_errors', 'readability_index')	0.9649999697233991	5.705730438232422	1.4856361150741577
278	('essay_set', 'essay_length', 'avg_word_length', 'syntax_errors', 'difficult_words')	0.9656332090156744	5.641880989074707	1.459372639656067
279	('essay_set', 'essay_length', 'avg_word_length', 'readability_index', 'difficult_words')	0.9115016036619628	11.351088523864746	2.0769546031951904
280	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.954757078838708	8.2409029006958	1.7686103582382202
281	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9658663001951594	5.786225318908691	1.4848754405975342
282	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9539604598259819	8.279373168945312	1.796624779701233
283	('essay_set', 'essay_length', 'sentiment', 'syntax_errors', 'readability_index')	0.9346216589507013	8.74765682220459	1.7412816286087036
284	('essay_set', 'essay_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.9664910304643959	5.706381320953369	1.4682470560073853
285	('essay_set', 'essay_length', 'sentiment', 'readability_index', 'difficult_words')	0.9441559045642052	7.269845962524414	1.7389570474624634
286	('essay_set', 'essay_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.92594996314482	9.445364952087402	1.805544376373291
287	('essay_set', 'essay_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9562391886949424	8.034200668334961	1.68434476852417
288	('essay_set', 'essay_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.93275706494455	8.49716854095459	1.8565537929534912
289	('essay_set', 'essay_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.9493569107901871	6.78554630279541	1.64157235622406
290	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases')	0.9538056318164433	6.367457389831543	1.5691715478897095
291	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors')	0.9368654417940504	8.143949508666992	1.8226560354232788
292	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index')	0.954276000608397	6.332452297210693	1.6234558820724487
293	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'difficult_words')	0.9192920057147553	10.63105297088623	2.0700221061706543
294	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors')	0.954167178751482	6.223525524139404	1.509224772453308
295	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index')	0.9545376537392986	6.561067581176758	1.6235533952713013
296	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'difficult_words')	0.9569164918912936	6.098194122314453	1.6242763996124268
297	('essay_set', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index')	0.9626214731402704	6.961775779724121	1.6943442821502686
298	('essay_set', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'difficult_words')	0.9496270651026623	6.602255821228027	1.58866548538208
299	('essay_set', 'avg_sentence_length', 'avg_word_length', 'readability_index', 'difficult_words')	0.9569645646515179	6.461615085601807	1.6622036695480347
300	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.9636424509058543	6.094746112823486	1.5188219547271729
301	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9563861407106606	6.2237548828125	1.5312973260879517
302	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9603924140003208	6.621217727661133	1.566075086593628
303	('essay_set', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index')	0.9552189008193672	6.350491523742676	1.6140549182891846
304	('essay_set', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.960236237587377	6.330795764923096	1.5578064918518066
305	('essay_set', 'avg_sentence_length', 'sentiment', 'readability_index', 'difficult_words')	0.9628535210629122	5.5314812660217285	1.4435099363327026
306	('essay_set', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9592598775825852	6.266324996948242	1.5506260395050049
307	('essay_set', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.95469778544721	6.652105331420898	1.6755484342575073
308	('essay_set', 'avg_sentence_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.9591911805089463	6.256379127502441	1.575689673423767
309	('essay_set', 'avg_sentence_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.9558512357273942	6.174296855926514	1.6254719495773315
310	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.9521081716189927	6.384646415710449	1.5123251676559448
311	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9606980323244604	5.721405506134033	1.4926033020019531
312	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9626497035259314	6.92568826675415	1.6665610074996948
313	('essay_set', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.955986188106164	6.202859401702881	1.6776156425476074
314	('essay_set', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.9625738560396621	6.059851169586182	1.5042283535003662
315	('essay_set', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.9560195520909607	6.113701820373535	1.5948237180709839
316	('essay_set', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9627474461138656	5.781332969665527	1.490098237991333
317	('essay_set', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9580178866301647	6.103564739227295	1.6195273399353027
318	('essay_set', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.9582793406811985	6.344680309295654	1.668613314628601
319	('essay_set', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.9598617563528203	5.986688137054443	1.5870853662490845
320	('essay_set', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9609493647486352	5.812283039093018	1.5093801021575928
321	('essay_set', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9590805679447675	6.0095930099487305	1.5761537551879883
322	('essay_set', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9549594633382723	6.222084045410156	1.5721428394317627
323	('essay_set', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9562386704667499	6.420424461364746	1.732148289680481
324	('essay_set', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9589676352848779	6.20468282699585	1.5922739505767822
325	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases')	0.11609020245681356	79.74911499023438	6.064799785614014
326	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors')	0.09889887572637446	81.496826171875	5.982217311859131
327	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index')	0.11072368837726487	79.80728149414062	5.994446754455566
328	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'difficult_words')	0.18412171519832943	77.85833740234375	6.0875349044799805
329	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors')	0.10971777835002716	80.64481353759766	5.96136474609375
330	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index')	0.11708279870568095	79.40382385253906	5.998908519744873
331	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'difficult_words')	0.1842264133753858	77.64356994628906	5.980673789978027
332	('essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index')	0.17091573653044134	78.76528930664062	6.045820236206055
333	('essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'difficult_words')	0.10366615289838221	81.11546325683594	5.976965427398682
334	('essay_length', 'avg_sentence_length', 'avg_word_length', 'readability_index', 'difficult_words')	0.19009291557413177	80.11812591552734	5.990231037139893
335	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.11510741696802573	80.12187194824219	5.966074466705322
336	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index')	0.12831612398132197	78.99258422851562	6.0440216064453125
337	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.18830650796993875	77.72749328613281	5.970750331878662
338	('essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index')	0.09309466662277543	81.73957824707031	5.983979225158691
339	('essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.10891628578688839	80.81207275390625	5.99623966217041
340	('essay_length', 'avg_sentence_length', 'sentiment', 'readability_index', 'difficult_words')	0.1840726493111673	79.79369354248047	5.8805742263793945
341	('essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.14970030105532972	79.09124755859375	5.6233134269714355
342	('essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.1954828167842353	77.41504669189453	6.186747074127197
343	('essay_length', 'avg_sentence_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.19398720993697816	77.40406799316406	6.016999244689941
344	('essay_length', 'avg_sentence_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.10935642225836639	80.57232666015625	5.969749927520752
345	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.17979062003150204	78.9961166381836	6.130316734313965
346	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.20054203585525265	78.48998260498047	6.330993175506592
347	('essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.1973281093502699	77.7331771850586	6.045697212219238
348	('essay_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.18218494507894833	78.3851089477539	6.1034932136535645
349	('essay_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.1840663598483998	78.41474914550781	6.041104793548584
350	('essay_length', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.18434035262318937	77.54755401611328	6.03803014755249
351	('essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.17666618845767368	78.49394226074219	6.0444655418396
352	('essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.19015893168862608	77.8865966796875	6.031713008880615
353	('essay_length', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.1889947748733929	77.23766326904297	5.95297908782959
354	('essay_length', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.21970679595113818	83.47567749023438	6.7501540184021
355	('essay_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.17783870260435475	78.34175109863281	6.0370378494262695
356	('essay_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.19582075690068357	77.66627502441406	6.017589092254639
357	('essay_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.1892978805549782	80.60610961914062	6.083097457885742
358	('essay_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.17100650849538546	78.40499114990234	6.286760330200195
359	('essay_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.16001975501059296	77.79615020751953	5.81812047958374
360	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.1365576722556474	80.10294342041016	6.085018157958984
361	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.11905188353491358	79.2260513305664	6.073418140411377
362	('avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.113077915808102	82.8771743774414	5.618624210357666
363	('avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.06907713800919135	82.53300476074219	6.331114292144775
364	('avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.1238343203074499	80.81239318847656	6.120423316955566
365	('avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.13257951060535944	80.62023162841797	6.528923988342285
366	('avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.14545087346203334	80.28701782226562	6.459505081176758
367	('avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.16380286645602637	80.0003890991211	6.148823261260986
368	('avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.12180715025230637	79.21272277832031	5.981571197509766
369	('avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.1454670666406619	81.28388977050781	6.543577671051025
370	('avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.10939431431405255	80.11041259765625	5.998563766479492
371	('avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.10592815822240231	84.1136703491211	5.6453046798706055
372	('avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.1705663695970615	79.55630493164062	6.423554420471191
373	('avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.14588248614010801	81.07182312011719	6.524454593658447
374	('avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.13419131438534504	78.97145080566406	6.086280822753906
375	('avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.11212609973404919	79.99420928955078	5.949622631072998
376	('avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.12813507560789006	79.5538330078125	6.115089416503906
377	('avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.12612454903437886	78.91545104980469	6.007136821746826
378	('avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.15033790263676816	81.2846908569336	6.559605598449707
379	('avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.1682994250047165	80.14337158203125	6.452400207519531
380	('sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.17032283291877237	79.73487854003906	6.433958530426025
381	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases')	0.9557570835701672	7.994024276733398	1.705376386642456
382	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors')	0.9575229815051317	6.505695819854736	1.6581395864486694
383	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index')	0.9466149613916011	7.063083171844482	1.6768814325332642
384	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'difficult_words')	0.9523105789140959	8.244436264038086	1.8254013061523438
385	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors')	0.9568139113006559	7.83151912689209	1.6707851886749268
386	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index')	0.9354879547397024	8.220004081726074	1.6856815814971924
387	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'difficult_words')	0.9555773991482072	8.390119552612305	1.7617619037628174
388	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index')	0.9148392971928353	21.150466918945312	2.6961042881011963
389	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'difficult_words')	0.9558774437105618	7.706084728240967	1.7355761528015137
390	('essay_set', 'essay_length', 'avg_sentence_length', 'avg_word_length', 'readability_index', 'difficult_words')	0.9397695233241076	8.275137901306152	1.9350274801254272
391	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.9569604669826708	7.786562919616699	1.6800050735473633
392	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9567885055414286	8.248100280761719	1.7235758304595947
393	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9576597328287502	7.999536514282227	1.7091695070266724
394	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index')	0.9543311960896529	6.19301176071167	1.5253865718841553
395	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.9535780400953583	8.084779739379883	1.7958447933197021
396	('essay_set', 'essay_length', 'avg_sentence_length', 'sentiment', 'readability_index', 'difficult_words')	0.9646294072114163	5.813339710235596	1.4996635913848877
397	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9346667598441722	8.468539237976074	1.7398523092269897
398	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9562229763605882	7.862844467163086	1.6751757860183716
399	('essay_set', 'essay_length', 'avg_sentence_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.9587065170642008	7.393251895904541	1.6276724338531494
400	('essay_set', 'essay_length', 'avg_sentence_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.9286968451604377	9.311734199523926	1.7682758569717407
401	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.9653124889756992	5.821136474609375	1.501676082611084
402	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9653472104451243	5.834469318389893	1.4859580993652344
403	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9569053104834034	8.028434753417969	1.7107031345367432
404	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.9330485893701702	8.545851707458496	1.7249995470046997
405	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.9358526979856796	8.188846588134766	1.6734572649002075
406	('essay_set', 'essay_length', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.964867220669692	5.765114784240723	1.4840483665466309
407	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9120949947444863	11.166879653930664	2.014561176300049
408	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9330687383316948	8.7755708694458	2.025644063949585
409	('essay_set', 'essay_length', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.9655304915694526	5.704641819000244	1.4655060768127441
410	('essay_set', 'essay_length', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.931075731445274	8.784463882446289	1.7459611892700195
411	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9658558319130336	5.700288772583008	1.465313196182251
412	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.933348825914152	8.871514320373535	2.0316243171691895
413	('essay_set', 'essay_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9409450115254704	8.072442054748535	1.8763062953948975
414	('essay_set', 'essay_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.8896483584069504	13.897781372070312	2.1291568279266357
415	('essay_set', 'essay_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.930430397342877	9.096793174743652	1.7313151359558105
416	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.9639297068292678	6.082001209259033	1.5012338161468506
417	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.9598684939028433	5.7649383544921875	1.5263960361480713
418	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.9547074434450672	6.182191848754883	1.4893901348114014
419	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.9587883259736398	7.767431259155273	1.9015305042266846
420	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.9125201265060072	10.80982494354248	2.0255002975463867
421	('essay_set', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.9620301818272263	6.004395008087158	1.5026899576187134
422	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9524085658823482	6.593252182006836	1.6113271713256836
423	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9570690518648941	6.450354099273682	1.5889464616775513
424	('essay_set', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.9599887900418526	6.516533374786377	1.5714174509048462
425	('essay_set', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.9563203349905995	6.424545764923096	1.6383942365646362
426	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9566412068919634	6.230163097381592	1.5618922710418701
427	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9572522242833073	6.395576477050781	1.5813113451004028
428	('essay_set', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9612189724605886	6.715891361236572	1.5904446840286255
429	('essay_set', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9543266417516097	9.90241813659668	1.816519856452942
430	('essay_set', 'avg_sentence_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9589190329857611	6.640428066253662	1.5906188488006592
431	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.9648821559474543	5.353024959564209	1.4194272756576538
432	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.9615859039148739	5.875945091247559	1.503072738647461
433	('essay_set', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.9609491415473603	6.0328264236450195	1.5724807977676392
434	('essay_set', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.9607112546913597	5.888411045074463	1.530561923980713
435	('essay_set', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9609964649738243	6.160323143005371	1.5807358026504517
436	('essay_set', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index', 'difficult_words')	0.9610416511702398	6.421652793884277	1.5557451248168945
437	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'syntax_errors')	0.12406995234260709	79.59696197509766	6.026086807250977
438	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'readability_index')	0.125575419826762	79.12277221679688	6.086323261260986
439	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'noun_phrases', 'difficult_words')	0.19473069856415126	78.3647689819336	6.065792083740234
440	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'readability_index')	0.10109458980890651	80.5959243774414	5.9933881759643555
441	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'syntax_errors', 'difficult_words')	0.11460815036984051	80.59943389892578	5.96816873550415
442	('essay_length', 'avg_sentence_length', 'avg_word_length', 'sentiment', 'readability_index', 'difficult_words')	0.19937224018104438	80.52889251708984	6.491278648376465
443	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'readability_index')	0.17799398450153836	77.83057403564453	6.007946014404297
444	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.17621540826002724	76.86603546142578	5.954744338989258
445	('essay_length', 'avg_sentence_length', 'avg_word_length', 'noun_phrases', 'readability_index', 'difficult_words')	0.16311373028815157	78.77033233642578	5.586158752441406
446	('essay_length', 'avg_sentence_length', 'avg_word_length', 'syntax_errors', 'readability_index', 'difficult_words')	0.22596299873882753	83.50332641601562	6.769949436187744
447	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'readability_index')	0.11524912306293045	79.97993469238281	5.967953205108643
448	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'syntax_errors', 'difficult_words')	0.19560047223675014	77.5638427734375	5.9516143798828125
449	('essay_length', 'avg_sentence_length', 'sentiment', 'noun_phrases', 'readability_index', 'difficult_words')	0.16376997499873747	79.29522705078125	5.623215675354004
450	('essay_length', 'avg_sentence_length', 'sentiment', 'syntax_errors', 'readability_index', 'difficult_words')	0.20328631051277934	80.44280242919922	6.532406806945801
